name,municipality,iata_code
Sélibaby Airport,Sélibaby,SEY
Tamchakett Airport,Tamchakett,THT
Atar International Airport,Atar,ATR
Fderik Airport,Fderik,FGD
Nouadhibou International Airport,Nouadhibou,NDB
Tazadit Airport,Zouérate,OUZ
Grand Cess Airport,Grand Cess,GRC
Granite Mountain Air Station,Granite Mountain,GMT
Chiquimula Airport,Chiquimula,CIQ
Dos Lagunas Airport,Dos Lagunas,DON
El Naranjo Airport,El Naranjo,ENJ
Paso Caballos Airport,Paso Caballos,PCG
El Petén Airport,Tikal,TKM
Uaxactun Airport,Uaxactun,UAX
Playa Grande Airport,Playa Grande,PKJ
Kirawira B Aerodrome,Grumeti Game Reserve,GTZ
Conakry International Airport,Conakry,CKY
Guriaso (Keraso) Airport,Guriaso,GUE
Fria Airport,Fria,FIG
Faranah Airport,Faranah,FAA
Kissidougou Airport,Kissidougou,KSI
Tata Airport,Labé,LEK
Macenta Airport,Macenta,MCA
Nzérékoré Airport,Nzérékoré,NZE
Boké Baralande Airport,Boké,BKJ
Sambailo Airport,Koundara,SBI
Siguiri Airport,Siguiri,GII
Kankan Airport,Kankan,KNN
Amílcar Cabral International Airport,Espargos,SID
Agostinho Neto Airport,Ponta do Sol,NTO
Rabil Airport,Rabil,BVC
Gordonsville Municipal Airport,Gordonsville,GVE
Maio Airport,Vila do Maio,MMO
Mosteiros Airport,Vila do Mosteiros,MTI
Praia International Airport,Praia,RAI
São Filipe Airport,São Filipe,SFL
Preguiça Airport,Preguiça,SNE
São Pedro Airport,São Pedro,VXE
Bemichi Airport,Kumaka,BCG
Botopasi Airport,Botopasi,BTO
Djumu-Djomoe Airport,Djumu-Djomoe,DOE
Ladouanie Airport,Aurora,LDO
Washabo Airport,Washabo,WSO
Ghazni Airport,Ghazni,GZI
Addis Ababa Bole International Airport,Addis Ababa,ADD
Arba Minch Airport,Arba Minch,AMH
Axum Airport,Axum,AXU
Baco Airport,Baco,BCO
Bahir Dar Airport,Bahir Dar,BJR
Beica Airport,Beica,BEI
Dembidollo Airport,Dembidollo,DEM
Debra Marcos Airport,Debra Marcos,DBM
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,DIR
Debre Tabor Airport,Debre Tabor,DBT
Fincha Airport,Fincha,FNH
Robe Airport,Goba,GOB
Ghinnir Airport,Ghinnir,GNN
Gambela Airport,Gambela,GMB
Gondar Airport,Azezo,GDQ
Gode Airport,Gode,GDE
Gore Airport,Gore,GOR
Harar Meda Airport,Debre Zeyit,QHR
Humera Airport,Akwi,HUE
Wilwal International Airport,Jijiga,JIJ
Jimma Airport,Jimma,JIM
Kebri Dahar Airport,Kebri Dahar,ABK
Kelafo East Airport,Kelafo,LFO
Hawassa International Airport,Hawassa,AWA
Lalibella Airport,Lalibela,LLI
Mekane Selam Airport,Mekane Selam,MKS
Alula Aba Nega Airport,Mekelle,MQX
Metema Airport,Metema,ETE
Mendi Airport,Mendi,NDM
Mui River Airport,Omo National Park,MUJ
Mizan Teferi Airport,Mizan Teferi,MTF
Negele Airport,Negele Borana,EGL
Nejjo Airport,Nejo,NEJ
Nekemte Airport,Nekemte,NEK
Beles Airport,Pawe,PWI
Soddu Airport,Soddu,SXU
Shakiso Airport,Shakiso,SKR
Semera Airport,Semera,SZE
Asosa Airport,Asosa,ASO
Tippi Airport,Tippi,TIE
Warder Airport,Warder,WRA
Haycock Airport,Haycock,HAY
Hatzfeldhaven Airport,Hatzfeldhaven,HAZ
Bujumbura Melchior Ndadaye International Airport,Bujumbura,BJM
Gitega Airport,Gitega,GID
Kirundo Airport,Kirundo,KRE
Haibei Qilian Airport,Haibei (Qilian),HBQ
Hambantota Seaplane Base,Hambantota,HBT
Caluula Airport,Caluula,ALU
Baidoa Airport,Baidoa,BIB
Qandala Airport,Qandala,CXN
Baardheere Airport,Baardheere,BSY
Eil Airport,Eyl,HCM
Bosaso / Bender Qassim International Airport,Bosaso,BSA
Gardo Airport,Gardo,GSR
Egal International Airport,Hargeisa,HGA
Berbera Airport,Berbera,BBO
Lugh Ganane Airport,Luuq,LGX
Kismayo Airport,Kismayo,KMU
Aden Adde International Airport,Mogadishu,MGQ
Beledweyne Airport,Beledweyne,BLW
Hobyo Airport,Hobyo,CMO
Galcaio Airport,Galcaio,GLK
Iskushuban Airport,Iskushuban,CMS
Erigavo Airport,Erigavo,ERA
Burao Airport,Burao,BUO
Garowe Airport,Garowe,GGR
Djibouti-Ambouli Airport,Djibouti City,JIB
Ali-Sabieh Airport,Ali-Sabieh,AII
Moucha Airport,Moucha Island,MHI
Obock Airport,Obock,OBC
Tadjoura Airport,Tadjoura,TDJ
El Minya Airport,El Minya,EMY
Sidi EL Barrani Airport,Sidi El Barrani,SQK
El Alamein International Airport,El Alamein,DBB
El Arish International Airport,El Arish,AAC
Asyut International Airport,Asyut,ATZ
Borj El Arab International Airport,Alexandria,HBE
Abu Simbel Airport,Abu Simbel,ABS
Cairo International Airport,Cairo,CAI
Capital International Airport,New Cairo,CCE
Ad Dakhla Airport,Dakhla Oases,DAK
Hurghada International Airport,Hurghada,HRG
El Jora Airport,El Jora,EGH
El Kharja Airport,Kharja Oases,UVL
Luxor International Airport,Luxor,LXR
Marsa Alam International Airport,Marsa Alam,RMF
Marsa Matruh International Airport,Marsa Matruh,MUH
Haelogo Airport,Haelogo,HEO
El Owainat East International Airport,Sharq El Owainat,GSQ
Port Said International Airport,Port Said,PSD
Saint Catherine International Airport,Saint Catherine,SKV
Suhaj Mubarak International Airport,Suhaj,HMB
Sharm El Sheikh International Airport,Sharm El Sheikh,SSH
Aswan International Airport,Aswan,ASW
Siwa Oasis North Airport,Siwa Oasis,SEW
Sphinx International Airport,Al Jiza,SPX
Taba International Airport,Taba,TCP
Et Tur Airport,Et Tur,ELT
Hanchey Army (Fort Rucker) Heliport,Fort Rucker Ozark,HEY
Tusi (Hunter Liggett) Army Heliport,Jolon,HGT
Asmara International Airport,Asmara,ASM
Massawa International Airport,Massawa,MSW
Assab International Airport,Asab,ASA
Tessenei Airport,Tessenei,TES
Princeville Airport,Hanalei,HPV
Waikoloa Heliport,Waikoloa Village,WKL
Huai'an Lianshui International Airport,Huai'an,HIA
Shilavo Airport,Shilavo,HIL
Juba International Airport,Juba,JUB
Amboseli Airport,Amboseli National Park,ASV
Healy Lake Airport,Healy Lake,HKB
Eldoret International Airport,Eldoret,EDL
Eliye Springs Airport,Eliye Springs,EYS
Kalokol Airport,Kalokol,KLK
Garissa Airport,Garissa,GAS
Hola Airport,Hola,HOA
Jomo Kenyatta International Airport,Nairobi,NBO
Keekorok Airport,Keekorok,KEU
Kakamega Airport,Kakamega,GGM
Kisumu Airport,Kisumu,KIS
Kilaguni Airport,Kilaguni,ILU
Kericho Airport,Kericho,KEY
Kitale Airport,Kitale,KTL
Lokichoggio Airport,Lokichoggio,LKG
Lodwar Airport,Lodwar,LOK
Manda Airport,Lamu,LAU
Loyengalani Airport,Loyengalani,LOY
Mandera Airport,Mandera,NDE
Marsabit Airport,Marsabit,RBT
Mulika Lodge Airport,Meru-Kinna,JJM
Malindi Airport,Malindi,MYD
Moi International Airport,Mombasa,MBA
Mara Serena Lodge Airstrip,Masai Mara,MRE
Moyale Airport,Moyale (Lower),OYL
Nyeri Airport,Nyeri,NYE
Nakuru Airport,Nakuru,NUU
Nairobi Wilson Airport,Nairobi,WIL
Nanyuki Airport,Nanyuki,NYK
Samburu Airport,Samburu,UAS
Ukunda Airstrip,Ukunda,UKA
Wajir Airport,Wajir,WJR
Sirt International Airport / Ghardabiya Airbase,Sirt,SRX
Ghat Airport,Ghat,GHT
Kufra Airport,Kufra,AKF
Benina International Airport,Benina,BEN
Mitiga International Airport,Tripoli,MJI
Al Abraq International Airport,Al Albraq,LAQ
Sabha Airport,Sabha,SEB
Marsa al Brega Airport,Marsa al Brega,LMQ
Nafurah 1 Airport,Nafurah 1,NFR
Hon Airport,,HUQ
Ghadames East Airport,Ghadames,LTD
Tobruk International Airport,Adam,TOB
Alzintan Airport,Zintan,ZIS
Zuwarah International Airport,Zuwarah,WAX
Erandique Airport,Erandique,EDQ
Nhon Co Airfield,Đăk R'Lấp,HOO
Sary Su Airport,Zhayrem,HRC
Gisenyi Airport,Gisenyi,GYI
Butare Airport,Butare,BTQ
Kigali International Airport,Kigali,KGL
Ruhengeri Airport,Ruhengeri,RHG
Kamembe Airport,Kamembe,KME
Atbara Airport,Atbara,ATB
Al Dabbah Airport,Al Dabbah,EDB
Dongola Airport,Dongola,DOG
Damazin Airport,Ad Damazin,RSS
El Fasher Airport,El Fasher,ELF
Galegu Airport,Dinder,DNX
Geneina Airport,Geneina,EGN
Heglig Airport,Heglig Oilfield,HEG
Zhengzhou Shangjie Airport,Zhengzhou,HSJ
Kassala Airport,Kassala,KSL
Khashm El Girba Airport,Khashm El Girba,GBU
Kadugli Airport,Kadugli,KDX
Rumbek Airport,Rumbek,RBX
Merowe Airport,Merowe,MWE
En Nahud Airport,En Nahud,NUD
Nyala Airport,Nyala,UYL
New Halfa Airport,New Halfa,NHF
El-Obeid Airport,El-Obeid,EBD
Port Sudan New International Airport,Port Sudan,PZU
Khartoum International Airport,Khartoum,KRT
Malakal Airport,Malakal,MAK
Wadi Halfa Airport,Wadi Halfa,WHF
Wau Airport,Wau,WUU
Zalingei Airport,Zalingei,ZLX
Arusha Airport,Arusha,ARK
Bukoba Airport,Bukoba,BKZ
Julius Nyerere International Airport,Dar es Salaam,DAR
Dodoma Airport,Dodoma,DOD
Songwe Airport,Mbeya,MBI
Iringa Airport,Nduli,IRI
Kigoma Airport,Kigoma,TKQ
Kilwa Airport,Kilwa Masoko,KIY
Kilimanjaro International Airport,Arusha,JRO
Lindi Airport,Lindi,LDI
Lake Manyara Airport,Lake Manyara National Park,LKY
Khatgal Airport,Hatgal,HTM
Mafia Airport,Kilindoni,MFA
Mwadui Airport,Mwadui,MWN
Masasi Airport,Masasi,XMI
Mpanda Airport,Mpanda,NPY
Moshi Airport,Moshi,QSI
Mtwara Airport,Mtwara,MYW
Musoma Airport,Musoma,MUZ
Mwanza Airport,Mwanza,MWZ
Nachingwea Airport,Nachingwea,NCH
Njombe Airport,Njombe,JOM
Pemba Airport,Chake Chake,PMA
Seronera Airport,Seronera,SEU
Songea Airport,Songea,SGX
Sumbawanga Airport,Sumbawanga,SUT
Shinyanga Airport,Shinyanga,SHY
Tabora Airport,Tabora,TBO
Tanga Airport,Tanga,TGT
Abeid Amani Karume International Airport,Zanzibar,ZNZ
Arua Airport,Arua,RUA
Entebbe International Airport,Kampala,EBB
Gulu Airport,Gulu,ULU
Jinja Airport,Jinja,JIN
Kabalega Falls Airport,Pakuba,PAF
Kasese Airport,Kasese,KSE
Mbarara Airport,Mbarara,MBQ
Masindi Airport,Masindi,KCU
Soroti Airport,Soroti,SRT
Tororo Airport,Tororo,TRY
Hawabango Airport,Hawabango,HWA
Hollis Clark Bay Seaplane Base,Hollis,HYL
Chengdu Huaizhou Airport,Chengdu (Jintang),HZU
Iboki Airport,Iboki,IBI
Indigo Bay Lodge Airport,Bazaruto Island,IBL
Sicogon Airstrip,Carles,ICO
Pulau Panjang Airport,Jakarta,PPJ
Notohadinegoro Airport,Jember,JBB
Banyuwangi International Airport,Banyuwangi,BWX
Bawean - Harun Thohir Airport,Bawean,BXW
Blangkejeren Airport,Kabupaten Gayo Lues,GYO
Sangia Nibandera Airport,Kolaka,KXB
Apalapsili Airport,Apalapsili,AAS
Anggi Airport,Anggi-Papua Island,AGD
Gunung Batin Airport,Astraksetra-Sumatra Island,AKQ
Ayawasi Airport,Ayawasi,AYW
Boalang Airport,Boalang-Celebes Island,BJG
Batom Airport,Batom,BXM
Dabra Airport,Dabra,DRH
Elelim Airport,Elelim,ELR
Ewer Asmat Airport,Agats,EWE
Gag Island Airport,Gag Island,GAV
Ilu Airport,Ilu,IUL
Karubaga Airport,Karubaga,KBF
Kambuaya Airport,Kambuaya-Papua Island,KBX
Kamur Airport,Kamur,KCD
Kotabangun Airport,Kotabangun-Borneo Island,KOD
Departi Parbo Airport,Sungai Penuh,KRC
Kelila Airport,Kelila,LLN
Lembata Wonopito Airport,Nubatukan,LWE
Lunyuk Airport,Lunyuk-Simbawa Island,LYK
Masalembo Airport,Masalembo Island,MSI
Banaina Airport,Banaina-Borneo Island,NAF
Obano Airport,Obano,OBD
Jenderal Besar Soedirman Airport,Purwokerto-Java Island,PWL
Sugimanuru Airport,Raha,RAQ
Rokot Airport,Rokot-Sumatra Island,RKI
Tumbang Samba Airport,Tumbang Samba-Borneo Island,TBM
Tiom Airport,Tiom-Papua Island,TMY
Senggo Airport,Senggo-Papua Island,ZEG
Bilogai-Sugapa Airport,Sugapa,UGU
Indagen Airport,Indagen,IDN
Iamalele Airport,"Iamalele, Fergusson Island",IMA
Inhaminga Airport,Inhaminga,IMG
Pakyong Airport,Pakyong,PYG
Jindal Vijaynagar Airport,Toranagallu,VDY
Deoghar Airport,Deoghar,DGH
Mopa International Airport,Mopa,GOX
Itanagar Donyi Polo Hollongi Airport,Hollongi,HGI
Jagdalpur Airport,Jagdalpur,JGB
Neyveli Airport,Neyveli,NVY
Rajouri Airport,Rajouri,RJI
Tezu Airport,Tezu,TEI
Chinde Airport,Chinde,INE
Iokea Airport,Iokea,IOK
Ioma Airport,Ioma,IOP
Khaneh Airport,Khaneh,KHA
Iranamadu Seaplane Base,Iranamadu,IRU
New Ishigaki Airport,Ishigaki,ISG
Itokama Airport,Itokama,ITK
Viveros Island Airport,Isla Viveros,IVI
Jiagedaqi Airport,Jiagedaqi,JGD
Jinchang Jinchuan Airport,Jinchang,JIC
Jos Orno Imsula Airport,Tiakur,JIO
Qianjiang Wulingshan Airport,Qianjiang,JIQ
Jericoacoara - Comandante Ariston Pessoa Regional Airport,Cruz,JJD
Quartz Creek Airport,Cooper Landing,JLA
Jamba Airport,Jamba,JMB
Jinzhou Bay Airport,"Linghai, Jinzhou",JNZ
Josephstaal Airport,Josephstaal,JOP
Pentagon Army Heliport,Washington DC,JPN
West 30th St. Heliport,New York,JRA
Downtown-Manhattan/Wall St Heliport,New York,JRB
Chizhou Jiuhuashan Airport,Chizhou,JUH
Animas Air Park,Durango,AMK
Broadus Airport,Broadus,BDX
Eureka Airport,Eureka,EUE
Jackpot Airport/Hayden Field,Jackpot,KPT
Rolla Downtown Airport,Rolla,RLA
Elizabeth Field,Fishers Island,FID
Humboldt Municipal Airport,Humboldt,HUD
Jefferson County International Airport,Port Townsend,TWD
Kayenta Airport,Kayenta,MVM
Columbia County Airport,Hudson,HCC
Ardmore Downtown Executive Airport,Ardmore,AHD
Grand Canyon West Airport,Peach Springs,GCW
Lampson Field,Lakeport,CKE
Montague-Yreka Rohrer Field,Montague,ROF
Fremont County Airport,Penrose,CNE
Rouses Point Seaplane Base,Rouses Point,RSX
Cooperstown-Westville Airport,Cooperstown,COP
Council Airport,Council,CIL
Iraan Municipal Airport,Iraan,IRB
Gansner Field,Quincy,GNF
Chiloquin State Airport,Chiloquin,CHZ
St. Mary's County Regional Airport,California,LTW
Arapahoe Municipal Airport,Arapahoe,AHF
Princeton Airport,Princeton/Rocky Hill,PCT
Calverton Executive Airpark,Calverton,CTO
Grand Lake Regional Airport,Afton,NRI
Grants Pass Airport,Grants Pass,GTP
Jerry Tyler Memorial Airport,Niles,NLE
Grand Coulee Dam Airport,Electric City,GCD
Valle Airport,Grand Canyon,VLE
Perry-Foley Airport,Perry,FPY
Manti-Ephraim Airport,Manti,NTJ
Salina Gunnison Airport,Salina,SBO
Central Jersey Regional Airport,Manville,JVI
Eunice Airport,Eunice,UCE
Gold Beach Municipal Airport,Gold Beach,GOL
Kentland Municipal Airport,Kentland,KKT
Prentice Airport,Prentice,PRW
Maverick County Memorial International Airport,Eagle Pass,EGP
Boulder City Municipal Airport,Boulder City,BLD
Mesquite International Airport,Mesquite,MFH
Iosco County Airport,East Tawas,ECA
Florence Municipal Airport,Florence,FMU
Anacortes Airport,Anacortes,OTS
Roosevelt Municipal Airport,Roosevelt,ROL
Canton Municipal Airport,Canton,CTK
North Fork Valley Airport,Paonia,WPO
Antlers Municipal Airport,Antlers,ATE
Austin Airport,Austin,ASQ
Apalachicola Regional Airport,Apalachicola,AAF
Lehigh Valley International Airport,Allentown,ABE
Abilene Regional Airport,Abilene,ABI
Albuquerque International Sunport,Albuquerque,ABQ
Aberdeen Regional Airport,Aberdeen,ABR
Southwest Georgia Regional Airport,Albany,ABY
Antrim County Airport,Bellaire,ACB
Nantucket Memorial Airport,Nantucket,ACK
Waco Regional Airport,Waco,ACT
California Redwood Coast-Humboldt County Airport,Arcata/Eureka,ACV
Atlantic City International Airport,Atlantic City,ACY
Lenawee County Airport,Adrian,ADG
Ada Regional Airport,Ada,ADT
Ardmore Municipal Airport,Ardmore,ADM
Addison Airport,Dallas,ADS
Joint Base Andrews,Camp Springs,ADW
Kake Seaplane Base,Kake,KAE
Albert Lea Municipal Airport,Albert Lea,AEL
Alexandria International Airport,Alexandria,AEX
Karato Airport,Karato,KAF
USAF Academy Airfield,Colorado Springs,AFF
Washington County Airport,Washington,WSG
Jaffrey Airfield Silver Ranch Airport,Jaffrey,AFN
Afton Municipal Airport,Afton,AFO
Perot Field/Fort Worth Alliance Airport,Fort Worth,AFW
Allegheny County Airport,Pittsburgh,AGC
Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,AGO
Augusta Regional At Bush Field,Augusta,AGS
Amedee Army Air Field,Herlong,AHC
Amery Municipal Airport,Amery,AHH
Athens Ben Epps Airport,Athens,AHN
Alliance Municipal Airport,Alliance,AIA
Anderson Municipal Darlington Field,Anderson,AID
Aiken Regional Airport,Aiken,AIK
Atlantic Municipal Airport,Atlantic,AIO
George Downer Airport,Aliceville,AIV
Lee C Fine Memorial Airport,Kaiser Lake Ozark,AIZ
Kar Airport,Kar,KAK
Colorado Plains Regional Airport,Akron,AKO
Akron Executive Airport,Akron,AKC
Albany International Airport,Albany,ALB
Alice International Airport,Alice,ALI
Alamogordo White Sands Regional Airport,Alamogordo,ALM
St Louis Regional Airport,Alton/St Louis,ALN
Waterloo Regional Airport,Waterloo,ALO
San Luis Valley Regional Airport/Bergman Field,Alamosa,ALS
Walla Walla Regional Airport,Walla Walla,ALW
Thomas C Russell Field,Alexander City,ALX
Rick Husband Amarillo International Airport,Amarillo,AMA
Gratiot Community Airport,Alma,AMN
Ames Municipal Airport,Ames,AMW
Anniston Regional Airport,Anniston,ANB
Anderson Regional Airport,Anderson,AND
Salida Airport - Harriet Alexander Field,Salida,SLT
Lee Airport,Annapolis,ANP
Tri State Steuben County Airport,Angola,ANQ
Ainsworth Regional Airport,Ainsworth,ANW
Anthony Municipal Airport,Anthony,ANY
Lima Allen County Airport,Lima,AOH
Altoona Blair County Airport,Altoona,AOO
Centennial Airport,Denver,APA
Napa County Airport,Napa,APC
Naples Municipal Airport,Naples,APF
Phillips Army Air Field,Aberdeen,APG
Mary Walker LZ Airport,Bowling Green,APH
Alpena County Regional Airport,Alpena,APN
Marion County Airport - Brown Field,Jasper,APT
Apple Valley Airport,Apple Valley,APV
Kamulai Airport,Kamulai Mission,KAQ
Acadiana Regional Airport,New Iberia,ARA
Ann Arbor Municipal Airport,Ann Arbor,ARB
Walnut Ridge Regional Airport,Walnut Ridge,ARG
Wharton Regional Airport,Wharton,WHT
Aurora Municipal Airport,Chicago/Aurora,AUZ
Watertown International Airport,Watertown,ART
Lakeland-Noble F. Lee Memorial field,Minocqua-Woodruff,ARV
Beaufort Executive Airport,Beaufort,BFT
Aspen-Pitkin County Airport (Sardy Field),Aspen,ASE
Springdale Municipal Airport,Springdale,SPZ
Nashua Airport / Boire Field,Nashua,ASH
Harrison County Airport,Marshall,ASL
Talladega Municipal Airport,Talladega,ASN
Astoria Regional Airport,Astoria,AST
John F Kennedy Memorial Airport,Ashland,ASX
Ashley Municipal Airport,Ashley,ASY
Hartsfield Jackson Atlanta International Airport,Atlanta,ATL
Artesia Municipal Airport,Artesia,ATS
Appleton International Airport,Appleton,ATW
Watertown Regional Airport,Watertown,ATY
Augusta State Airport,Augusta,AUG
Austin Municipal Airport,Austin,AUM
Auburn Municipal Airport,Auburn,AUN
Auburn University Regional Airport,Auburn,AUO
Austin Bergstrom International Airport,Austin,AUS
Wausau Downtown Airport,Wausau,AUW
Asheville Regional Airport,Asheville,AVL
Avon Park Executive Airport,Avon Park,AVO
Wilkes Barre Scranton International Airport,Wilkes-Barre/Scranton,AVP
Marana Regional Airport,Marana,AVW
Catalina Airport,Avalon,AVX
West Memphis Municipal Airport,West Memphis,AWM
Algona Municipal Airport,Algona,AXG
Chandler Field,Alexandria,AXN
Altus Quartz Mountain Regional Airport,Altus,AXS
Neil Armstrong Airport,Wapakoneta,AXV
Angel Fire Airport,Angel Fire,AXX
Waycross Ware County Airport,Waycross,AYS
Arnold Air Force Base,Tullahoma,TUH
Kalamazoo Battle Creek International Airport,Kalamazoo,AZO
Beale Air Force Base,Marysville,BAB
Barksdale Air Force Base,Bossier City,BAD
Westfield-Barnes Regional Airport,Westfield,BAF
Columbus Municipal Airport,Columbus,CLU
Battle Mountain Airport,Battle Mountain,BAM
Benson Municipal Airport,Benson,BBB
Curtis Field,Brady,BBD
Branson Airport,Branson,BKG
Marlboro County Jetport - H E Avent Field Airport,Bennettsville,BTN
Broken Bow Municipal Airport,Broken Bow,BBW
Virginia Tech Montgomery Executive Airport,Blacksburg,BCB
Bryce Canyon Airport,Bryce Canyon,BCE
Boca Raton Airport,Boca Raton,BCT
Baudette International Airport,Baudette,BDE
Blanding Municipal Airport,Blanding,BDG
Bradley International Airport,Hartford,BDL
Igor I Sikorsky Memorial Airport,Bridgeport,BDR
Boulder Municipal Airport,Boulder,WBU
Bell Island Hot Springs Seaplane Base,Bell Island,KBE
Beech Factory Airport,Wichita,BEC
Laurence G Hanscom Field,Bedford,BED
Southwest Michigan Regional Airport,Benton Harbor,BEH
Bradford Regional Airport,Bradford,BFD
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,BFF
Boeing Field King County International Airport,Seattle,BFI
Meadows Field,Bakersfield,BFL
Mobile Downtown Airport,Mobile,BFM
Virgil I Grissom Municipal Airport,Bedford,BFR
Hutchinson County Airport,Borger,BGD
Decatur County Industrial Air Park,Bainbridge,BGE
Greater Binghamton/Edwin A Link field,Binghamton,BGM
Bangor International Airport,Bangor,BGR
Kahama Airstrip,Kahama,KBH
Hancock County-Bar Harbor Airport,Bar Harbor,BHB
Birmingham-Shuttlesworth International Airport,Birmingham,BHM
Block Island State Airport,Block Island,BID
Beatrice Municipal Airport,Beatrice,BIE
Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,BIF
Eastern Sierra Regional Airport,Bishop,BIH
Billings Logan International Airport,Billings,BIL
Bismarck Municipal Airport,Bismarck,BIS
Keesler Air Force Base,Biloxi,BIX
Rocky Mountain Metropolitan Airport,Denver,BJC
Bemidji Regional Airport,Bemidji,BJI
Wayne County Airport,Wooster,BJJ
Stephens County Airport,Breckenridge,BKD
Baker City Municipal Airport,Baker City,BKE
Buckley Space Force Base,Aurora,BFK
Burke Lakefront Airport,Cleveland,BKL
Allen C Perkinson Blackstone Army Air Field,Blackstone,BKT
Raleigh County Memorial Airport,Beckley,BKW
Brookings Regional Airport,Brookings,BKX
Mercer County Airport,Bluefield,BLF
Blythe Airport,Blythe,BLH
Bellingham International Airport,Bellingham,BLI
Monmouth Executive Airport,Belmar/Farmingdale,BLM
Blue Canyon Nyack Airport,Emigrant Gap,BLU
Scott AFB/Midamerica Airport,Belleville,BLV
Kabwum,,KBM
Brigham City Regional Airport,Brigham City,BMC
Monroe County Airport,Bloomington,BMG
Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,BMI
Berlin Regional Airport,Berlin,BML
Beaumont Municipal Airport,Beaumont,BMT
Nashville International Airport,Nashville,BNA
Banning Municipal Airport,Banning,BNG
Barnwell Regional Airport,Barnwell,BNL
Burns Municipal Airport,Burns,BNO
Boone Municipal Airport,Boone,BNW
Boise Air Terminal/Gowen Field,Boise,BOI
Logan International Airport,Boston,BOS
Bartow Executive Airport,Bartow,BOW
Big Spring Mc Mahon-Wrinkle Airport,Big Spring,HCA
Miley Memorial Field,Big Piney,BPI
Ozark Regional Airport,Mountain Home,WMH
Jack Brooks Regional Airport,Beaumont/Port Arthur,BPT
